Waybill,Client Name,client_location,Order #,Order Date,Pickup date,Client Pickup date,Payment Type,Current Status,Dispatch Center,Status_Type,Dispatch Count,Attempt Count,Invoice zone,Amount,COD Amount,Destination city,Destination State,Destination Pin,In Center,Last NSL,Last Scan Location,Last scan remarks,address invalid,Delivered date,Promise Date,Expected Date,First Pending Date,First Dispatch Date,Last Dispatch Date,Manifested Date,Last Scan Date
8445110172546,RAPPIDX SURFACE,Vishal Traders,RPDX0027450,12/10/2021,13/10/2021,13/10/2021,COD,RTO,Davangere_VinayakaNagar_D (Karnataka),Delivered,1,1,D2,1399,1399,Davangere,Karnataka,577004,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,TRUE,08/11/2021,19/10/2021,19/10/2021,23/10/2021,24/10/2021,08/11/2021,12/10/2021,08/11/2021
8445110193933,RAPPIDX SURFACE,KD Enterprises,RPDX0030754,28/10/2021,28/10/2021,28/10/2021,COD,Delivered,Neemuch_MhowRd_D (Madhya Pradesh),Delivered,1,1,D1,1399,1399,Neemuch,Madhya Pradesh,458441,Noida_Sector63DBlock_C (Uttar Pradesh),EOD-38,Neemuch_MhowRd_D (Madhya Pradesh),Delivered to consignee,FALSE,09/11/2021,01/11/2021,02/11/2021,02/11/2021,09/11/2021,09/11/2021,28/10/2021,09/11/2021
8445110186163,RAPPIDX SURFACE,Balaji Enterprises,RPDX0029137,14/10/2021,14/10/2021,14/10/2021,COD,RTO,Tirupati (Andhra Pradesh),Delivered,3,3,D2,1699,1699,Tirupati,Andhra Pradesh,517501,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,20/10/2021,20/10/2021,22/10/2021,22/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110202031,RAPPIDX SURFACE,Renu Enterprises,RPDX0031964,02/11/2021,02/11/2021,02/11/2021,COD,RTO,Bhota_BpassDPP_D (Himachal Pradesh),Delivered,1,1,E,899,899,Bhota,Himachal Pradesh,177401,Chandigarh_Raiprkln_C (Chandigarh),RD-AC,Chandigarh_Raiprkln_C (Chandigarh),RETURN Accepted,FALSE,09/11/2021,05/11/2021,04/11/2021,04/11/2021,04/11/2021,09/11/2021,02/11/2021,09/11/2021
8445110193082,RAPPIDX SURFACE,KD Enterprises,RPDX0030669,28/10/2021,28/10/2021,28/10/2021,COD,RTO,Dehradun_SubhashNgr_D (Uttarakhand),Delivered,1,1,B,1399,1399,Dehradun,Uttarakhand,248001,Noida_Sector63DBlock_C (Uttar Pradesh),RD-AC,Noida_Sector59_R (Uttar Pradesh),RETURN Accepted,FALSE,11/11/2021,01/11/2021,01/11/2021,30/10/2021,30/10/2021,11/11/2021,28/10/2021,11/11/2021
8445110191166,RAPPIDX SURFACE,KD Enterprises,RPDX0030477,27/10/2021,28/10/2021,28/10/2021,COD,RTO,Patna_Anisabad (Bihar),Delivered,1,1,D1,1499,1499,Patna,Bihar,801505,Noida_Sector63DBlock_C (Uttar Pradesh),RD-AC,Noida_Sector59_R (Uttar Pradesh),RETURN Accepted,FALSE,11/11/2021,03/11/2021,03/11/2021,31/10/2021,31/10/2021,11/11/2021,27/10/2021,11/11/2021
8445110175991,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027795,12/10/2021,19/10/2021,19/10/2021,COD,RTO,Lucknow_TrnsprtNgr_D (Uttar Pradesh),Delivered,2,2,D1,1399,1399,Lucknow,Uttar Pradesh,226401,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,22/10/2021,23/10/2021,09/11/2021,12/10/2021,09/11/2021
8445110184612,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028802,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Zahirabad_Mohim_D (Telangana),Delivered,2,2,D2,1399,1399,Zahirabad,Telangana,502321,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,22/10/2021,22/10/2021,21/10/2021,21/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110184483,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028789,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Junagarh_Koilgaon_D (Orissa),Delivered,1,1,D1,1399,1399,Junagarh-OR,Orissa,766015,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,25/10/2021,25/10/2021,23/10/2021,23/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110182210,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028485,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Cuttack_CDASector8_D (Orissa),Delivered,3,3,D2,1399,1399,Cuttack,Orissa,753009,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,21/10/2021,21/10/2021,20/10/2021,25/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110184446,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028785,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Sivakasi_Msstreet_DC (Tamil Nadu),Delivered,1,1,D2,1399,1399,Sivakasi,Tamil Nadu,626123,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,23/10/2021,23/10/2021,23/10/2021,23/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110179550,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028210,13/10/2021,15/10/2021,15/10/2021,COD,RTO,Tiruvanamalai_Vjylkxmi_D (Tamil Nadu),Delivered,3,3,D2,1399,1399,Tiruvannamalai,Tamil Nadu,606604,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,20/10/2021,20/10/2021,20/10/2021,20/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110184951,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028836,14/10/2021,16/10/2021,16/10/2021,COD,RTO,Kallikkad_Mutyvila_D (Kerala),Delivered,4,3,D2,1399,1399,Kallikkad,Kerala,695572,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,21/10/2021,21/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110195171,RAPPIDX SURFACE,Renu Enterprises,RPDX0030974,28/10/2021,28/10/2021,28/10/2021,COD,RTO,Ranchi_Delatoli_D (Jharkhand),Delivered,1,1,D2,899,899,Ranchi,Jharkhand,834008,Chandigarh_Raiprkln_C (Chandigarh),RD-AC,Chandigarh_Raiprkln_C (Chandigarh),RETURN Accepted,FALSE,10/11/2021,03/11/2021,03/11/2021,02/11/2021,03/11/2021,10/11/2021,28/10/2021,10/11/2021
8445110194493,RAPPIDX SURFACE,Renu Enterprises,RPDX0030906,28/10/2021,28/10/2021,28/10/2021,COD,RTO,Ramgarh_HotelPrk_D (Jharkhand),Delivered,1,1,D1,899,899,Ramgarh,Jharkhand,829117,Chandigarh_Raiprkln_C (Chandigarh),RD-AC,Chandigarh_Raiprkln_C (Chandigarh),RETURN Accepted,FALSE,10/11/2021,03/11/2021,03/11/2021,02/11/2021,02/11/2021,10/11/2021,28/10/2021,10/11/2021
8445110189383,RAPPIDX SURFACE,Balaji Enterprises,RPDX0029858,19/10/2021,19/10/2021,19/10/2021,COD,RTO,Shillong_Pynthorbah_D (Meghalaya),Delivered,3,3,E,1699,1699,Shillong,Meghalaya,793001,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,10/11/2021,25/10/2021,26/10/2021,24/10/2021,25/10/2021,10/11/2021,19/10/2021,10/11/2021
8445110186734,RAPPIDX SURFACE,Vishal Traders,RPDX0029187,15/10/2021,15/10/2021,15/10/2021,COD,RTO,GangaNagar_ChahalChowk_D (Rajasthan),Delivered,2,2,B,1399,1399,Ganga Nagar,Rajasthan,335001,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,18/10/2021,18/10/2021,18/10/2021,18/10/2021,09/11/2021,15/10/2021,09/11/2021
8445110186384,RAPPIDX SURFACE,Balaji Enterprises,RPDX0029159,14/10/2021,14/10/2021,14/10/2021,COD,RTO,Pala_PonadKaroor_D (Kerala),Delivered,2,2,D2,1699,1699,Pala,Kerala,686571,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,TRUE,09/11/2021,20/10/2021,20/10/2021,21/10/2021,21/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110185581,RAPPIDX SURFACE,Balaji Enterprises,RPDX0029079,14/10/2021,14/10/2021,14/10/2021,COD,RTO,Mangalore_GoodsShedRd_D (Karnataka),Delivered,3,3,D2,1799,1799,Mangalore,Karnataka,575001,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,20/10/2021,20/10/2021,21/10/2021,21/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110166972,RAPPIDX SURFACE,Ignis Traders,RPDX0026250,08/10/2021,08/10/2021,08/10/2021,COD,RTO,Parippally_Chvarcode_D (Kerala),Delivered,2,3,D2,799,799,Parippally,Kerala,691537,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,10/11/2021,14/10/2021,15/10/2021,18/10/2021,18/10/2021,10/11/2021,08/10/2021,10/11/2021
8445110178684,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028116,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Tirurangadi_pakkdpuryaRd_D (Kerala),Delivered,1,1,D2,1399,1399,Tirurangadi,Kerala,676503,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,23/10/2021,23/10/2021,23/10/2021,28/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110154055,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0023346,30/09/2021,01/10/2021,01/10/2021,COD,RTO,Kalpetta_Madiyur_D (Kerala),Delivered,1,1,D2,1399,1399,Kalpetta,Kerala,673124,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,09/10/2021,11/10/2021,08/10/2021,08/10/2021,09/11/2021,30/09/2021,09/11/2021
8445110183691,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028710,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Kandukur_LICOffce_D (Andhra Pradesh),Delivered,1,1,D2,1399,1399,Kandukur,Andhra Pradesh,523281,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,24/10/2021,24/10/2021,26/10/2021,26/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110183886,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028729,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Davangere_VinayakaNagar_D (Karnataka),Delivered,3,3,D2,1399,1399,Davangere,Karnataka,577601,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,24/10/2021,24/10/2021,24/10/2021,24/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110182722,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028536,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Coonoor_Fairybnk_D (Tamil Nadu),Delivered,1,1,D2,1399,1399,Coonoor,Tamil Nadu,643101,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,21/10/2021,21/10/2021,27/10/2021,27/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110171555,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027351,11/10/2021,13/10/2021,13/10/2021,COD,RTO,Ashta_VijayNgr_D (Madhya Pradesh),Delivered,4,5,D1,1399,1399,Ashta,Madhya Pradesh,466116,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,17/10/2021,17/10/2021,17/10/2021,17/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110181801,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028444,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Chanchal_ChitholiaRd_DPP (West Bengal),Delivered,1,1,D2,1399,1399,Chanchal,West Bengal,732125,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,23/10/2021,25/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110181532,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028417,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Margherita_CivilHPL_D (Assam),Delivered,1,1,E,1399,1399,Margherita,Assam,786181,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,23/10/2021,23/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110169046,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027100,11/10/2021,13/10/2021,13/10/2021,COD,RTO,Dimapur_VeterinaryColony_D (Nagaland),Delivered,2,3,E,1399,1399,Dimapur,Nagaland,797112,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,21/10/2021,21/10/2021,22/10/2021,22/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110184505,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028791,14/10/2021,18/10/2021,18/10/2021,COD,RTO,Kaliachak_LICDPP_D (West Bengal),Delivered,1,1,D1,1399,1399,Kaliachak,West Bengal,732201,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,23/10/2021,23/10/2021,24/10/2021,26/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110170936,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027289,11/10/2021,11/10/2021,11/10/2021,COD,RTO,Malda_MangalBari_D (West Bengal),Delivered,3,3,D2,1399,1399,Malda,West Bengal,732101,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,18/10/2021,18/10/2021,19/10/2021,19/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110169923,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027188,11/10/2021,15/10/2021,15/10/2021,COD,RTO,Pala_PonadKaroor_D (Kerala),Delivered,1,1,D2,1399,1399,Pala,Kerala,686503,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,21/10/2021,21/10/2021,22/10/2021,22/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110169363,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0027132,11/10/2021,13/10/2021,13/10/2021,COD,RTO,Barasat_KrshnNgr_D (West Bengal),Delivered,1,1,D2,1399,1399,Barasat,West Bengal,700124,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,18/10/2021,18/10/2021,26/10/2021,26/10/2021,09/11/2021,11/10/2021,09/11/2021
8445110201121,RAPPIDX SURFACE,Renu Enterprises,RPDX0031572,01/11/2021,02/11/2021,02/11/2021,COD,Delivered,Bomdila_TawangRd_DC (Arunachal Pradesh),Delivered,1,1,E,899,899,Bomdila,Arunachal Pradesh,790001,Chandigarh_Raiprkln_C (Chandigarh),EOD-38,Bomdila_TawangRd_DC (Arunachal Pradesh),Delivered to consignee,FALSE,09/11/2021,12/11/2021,13/11/2021,08/11/2021,09/11/2021,09/11/2021,01/11/2021,09/11/2021
8445110164780,RAPPIDX SURFACE,Ignis Traders,RPDX0025870,06/10/2021,06/10/2021,06/10/2021,COD,RTO,Nirjuli_Tagohsptl_D (Arunachal Pradesh),Delivered,2,2,E,799,799,Nirjuli,Arunachal Pradesh,791112,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,10/11/2021,13/10/2021,14/10/2021,11/10/2021,11/10/2021,10/11/2021,06/10/2021,10/11/2021
8445110187611,RAPPIDX SURFACE,Balaji Enterprises,RPDX0029367,15/10/2021,15/10/2021,15/10/2021,COD,RTO,Naharlagun_SectorA_D (Arunachal Pradesh),Delivered,3,3,E,1399,1399,Naharlagun,Arunachal Pradesh,791110,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,22/10/2021,22/10/2021,09/11/2021,15/10/2021,09/11/2021
8445110166950,RAPPIDX SURFACE,Ignis Traders,RPDX0026248,08/10/2021,08/10/2021,08/10/2021,COD,RTO,Siliguri_Ashram_DC (West Bengal),Delivered,1,1,D1,799,799,Siliguri,West Bengal,734003,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,10/11/2021,13/10/2021,14/10/2021,20/10/2021,29/10/2021,10/11/2021,08/10/2021,10/11/2021
8445110172793,RAPPIDX SURFACE,Ignis Traders,RPDX0027475,12/10/2021,12/10/2021,12/10/2021,COD,RTO,Ujjain (Madhya Pradesh),Delivered,3,3,D1,799,799,Ujjain,Madhya Pradesh,456006,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,10/11/2021,16/10/2021,16/10/2021,17/10/2021,18/10/2021,10/11/2021,12/10/2021,10/11/2021
8445110177365,RAPPIDX SURFACE,Balaji Enterprises,RPDX0028050,13/10/2021,13/10/2021,13/10/2021,COD,RTO,Shillong_Pynthorbah_D (Meghalaya),Delivered,1,1,E,998,998,Shillong,Meghalaya,793002,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,20/10/2021,20/10/2021,19/10/2021,19/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110177306,RAPPIDX SURFACE,Balaji Enterprises,RPDX0028044,13/10/2021,13/10/2021,13/10/2021,COD,RTO,Agartala_Dhaleswr_D (Tripura),Delivered,0,,E,1399,1399,Agartala,Tripura,799001,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,21/10/2021,21/10/2021,26/10/2021,,09/11/2021,13/10/2021,09/11/2021
8445110171942,RAPPIDX SURFACE,Vishal Traders,RPDX0027390,12/10/2021,13/10/2021,13/10/2021,COD,RTO,Parippally_Chvarcode_D (Kerala),Delivered,2,2,D2,1399,1399,Parippally,Kerala,695605,Delhi_Airport_GW (Delhi),RD-AC,Delhi_UdhyogNgr_R (Delhi),RETURN Accepted,FALSE,09/11/2021,19/10/2021,19/10/2021,26/10/2021,26/10/2021,09/11/2021,12/10/2021,09/11/2021
8445110191575,RAPPIDX SURFACE,KD Enterprises,RPDX0030518,27/10/2021,28/10/2021,28/10/2021,COD,RTO,Lucknow_NarpatKheraP_D (Uttar Pradesh),Delivered,3,3,D1,1399,1399,Lucknow,Uttar Pradesh,226023,Noida_Sector63DBlock_C (Uttar Pradesh),RD-AC,Noida_Sector59_R (Uttar Pradesh),RETURN Accepted,TRUE,10/11/2021,01/11/2021,01/11/2021,31/10/2021,31/10/2021,10/11/2021,27/10/2021,10/11/2021
8445110181926,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028456,13/10/2021,16/10/2021,16/10/2021,COD,RTO,Garividi_Koduru_DPP (Andhra Pradesh),Delivered,3,3,D2,1399,1399,Garividi,Andhra Pradesh,535128,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,TRUE,09/11/2021,21/10/2021,21/10/2021,21/10/2021,21/10/2021,09/11/2021,13/10/2021,09/11/2021
8445110184800,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028821,14/10/2021,16/10/2021,16/10/2021,COD,RTO,Guwahati_Chandmari (Assam),Delivered,2,2,E,1399,1399,Guwahati,Assam,781020,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,22/10/2021,22/10/2021,24/10/2021,25/10/2021,09/11/2021,14/10/2021,09/11/2021
8445110184785,RAPPIDX SURFACE,Rappidx Warehouse,RPDX0028819,14/10/2021,16/10/2021,16/10/2021,COD,RTO,Ravulapalem_Komrjulnka_DPP (Andhra Pradesh),Delivered,5,5,D2,1399,1399,Ravulapalem,Andhra Pradesh,534340,Delhi_Airport_GW (Delhi),RD-AC,Gurgaon_PalamVihar_R (Haryana),RETURN Accepted,FALSE,09/11/2021,21/10/2021,22/10/2021,20/10/2021,20/10/2021,09/11/2021,14/10/2021,09/11/2021
