Pincode,AreaCode,ProcessCode,HubZoneName,HubCity,HubState,COD,PrePaid,HasReversePickUpService,xpressbee,delhivery,shadowfax,dtdc,disableclientidsno
744103,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744104,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744105,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744101,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744102,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744106,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744107,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
744112,,,East,PORT BLAIR,ANDAMAN AND NICOBAR,Y,Y,Y,,,,,
524302,,,South-1,A S PETA,ANDHRA PRADESH,Y,Y,Y,,,,,
524303,,,South-1,A S PETA,ANDHRA PRADESH,Y,Y,Y,,,,,
524304,,,South-1,A S PETA,ANDHRA PRADESH,Y,Y,Y,,,,,
524322,,,South-1,A S PETA,ANDHRA PRADESH,Y,Y,Y,,,,,
534122,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,,,,
534123,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,,,,
534126,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,,,,
534266,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,,,,
534267,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,,,,
534269,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,Y,,,,,
534320,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,N,,,,,
534324,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,N,,,,,
534326,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,N,,,,,
534327,,,South-1,ACHANTA,ANDHRA PRADESH,Y,Y,N,,,,,
523201,,,South-1,ADDANKI,ANDHRA PRADESH,Y,Y,N,,,,,
523219,,,South-1,ADDANKI,ANDHRA PRADESH,Y,Y,N,,,,,
523261,,,South-1,Addanki,Andhra Pradesh,Y,Y,Y,,,,,
523265,,,South-1,Addanki,Andhra Pradesh,Y,Y,Y,,,,,
523269,,,South-1,ADDANKI,ANDHRA PRADESH,Y,Y,Y,,,,,
533284,,,South-1,Addateegala,Andhra Pradesh,Y,Y,Y,,,,,
533483,,,South-1,Addateegala,Andhra Pradesh,Y,Y,Y,,,,,
518301,,,South-1,ADONI,ANDHRA PRADESH,Y,Y,Y,,,,,
518302,,,South-1,ADONI,ANDHRA PRADESH,Y,Y,Y,,,,,
534235,,,South-1,AKIVIDU,ANDHRA PRADESH,Y,Y,Y,,,,,
534236,,,South-1,AKIVIDU,ANDHRA PRADESH,Y,Y,Y,,,,,
534237,,,South-1,AKIVIDU,ANDHRA PRADESH,Y,Y,Y,,,,,
518155,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518157,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518158,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518510,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518543,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518550,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518553,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518555,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518563,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
518573,,,South-1,Allagadda,Andhra Pradesh,Y,Y,Y,,,,,
518594,,,South-1,Allagadda,Andhra Pradesh,Y,Y,Y,,,,,
518607,,,South-1,ALLAGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
524315,,,South-1,ALLURU,ANDHRA PRADESH,N,N,Y,,,,,
524316,,,South-1,ALLURU,ANDHRA PRADESH,Y,Y,Y,,,,,
524318,,,South-1,ALLURU,ANDHRA PRADESH,N,N,Y,,,,,
101312,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,N,Y,,,,,
533201,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533202,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533203,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533210,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533213,,,South-1,Amalapuram,Andhra Pradesh,Y,Y,Y,,,,,
533214,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533215,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533217,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533218,,,South-1,Amalapuram,Andhra Pradesh,Y,Y,Y,,,,,
533221,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533239,,,South-1,Amalapuram,Andhra Pradesh,Y,Y,Y,,,,,
533240,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533247,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533249,,,South-1,AMALAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533577,,,South-1,Amalapuram,Andhra Pradesh,Y,Y,Y,,,,,
522016,,,South-1,AMARAVATHI,ANDHRA PRADESH,Y,Y,Y,,,,,
522018,,,South-1,AMARAVATHI,ANDHRA PRADESH,Y,Y,Y,,,,,
522020,,,South-1,AMARAVATHI,ANDHRA PRADESH,Y,Y,Y,,,,,
522021,,,South-1,AMARAVATHI,ANDHRA PRADESH,Y,Y,N,,,,,
522237,,,South-1,AMARAVATHI,ANDHRA PRADESH,Y,Y,N,,,,,
522436,,,South-1,AMARAVATHI,ANDHRA PRADESH,Y,Y,N,,,,,
531001,,,South-1,ANAKAPALLE,ANDHRA PRADESH,Y,Y,Y,,,,,
531002,,,South-1,ANAKAPALLE,ANDHRA PRADESH,Y,Y,Y,,,,,
531022,,,South-1,Anakapalle,Andhra Pradesh,Y,Y,N,,,,,
531031,,,South-1,ANAKAPALLE,ANDHRA PRADESH,Y,Y,Y,,,,,
531032,,,South-1,ANAKAPALLE,ANDHRA PRADESH,Y,Y,N,,,,,
531033,,,South-1,ANAKAPALLE,ANDHRA PRADESH,Y,Y,Y,,,,,
101300,,,South-1,ANAKAPALLE,ANDHRA PRADESH,Y,N,N,,,,,
515001,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515002,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515003,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,N,,,,,
515004,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515005,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515701,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515721,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,N,,,,,
515722,,,South-1,ANANTAPUR,ANDHRA PRADESH,Y,Y,Y,,,,,
515621,,,South-1,Ananthapur,ANDHRA PRADESH,Y,Y,Y,,,,,
515766,,,South-1,Ananthapur,ANDHRA PRADESH,Y,Y,Y,,,,,
100741,,,South-1,Ananthapur,ANDHRA PRADESH,Y,N,Y,,,,,
533407,,,South-1,Annavaram,Andhra Pradesh,Y,Y,Y,,,,,
531149,,,South-1,Araku,Andhra Pradesh,Y,Y,Y,,,,,
531151,,,South-1,Araku,Andhra Pradesh,Y,Y,Y,,,,,
531011,,,South-1,ATCHUTHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
531020,,,South-1,ATCHUTHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
531021,,,South-1,ATCHUTHAPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
101262,,,South-1,Atmakur,ANDHRA PRADESH,Y,N,Y,,,,,
518422,,,South-1,Atmakur,ANDHRA PRADESH,Y,Y,Y,,,,,
518442,,,South-1,Atmakur,ANDHRA PRADESH,Y,Y,Y,,,,,
518533,,,South-1,Atmakur,ANDHRA PRADESH,Y,Y,Y,,,,,
534134,,,South-1,ATTILI,ANDHRA PRADESH,Y,Y,Y,,,,,
534156,,,South-1,ATTILI,ANDHRA PRADESH,Y,Y,Y,,,,,
534225,,,South-1,ATTILI,ANDHRA PRADESH,Y,Y,Y,,,,,
520050,,,South-1,AVANIGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
521118,,,South-1,AVANIGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
521120,,,South-1,AVANIGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
521121,,,South-1,AVANIGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
521328,,,South-1,AVANIGADDA,ANDHRA PRADESH,Y,Y,Y,,,,,
517351,,,South-1,B Kothakota,Andhra Pradesh,Y,Y,Y,,,,,
517390,,,South-1,B Kothakota,Andhra Pradesh,Y,Y,Y,,,,,
517391,,,South-1,B Kothakota,Andhra Pradesh,Y,Y,Y,,,,,
516228,,,South-1,Badvel,Andhra Pradesh,Y,Y,Y,,,,,
516233,,,South-1,Badvel,Andhra Pradesh,Y,Y,Y,,,,,
516319,,,South-1,Badvel,Andhra Pradesh,Y,Y,Y,,,,,
516437,,,South-1,Badvel,Andhra Pradesh,Y,Y,Y,,,,,
516501,,,South-1,Badvel,Andhra Pradesh,Y,Y,Y,,,,,
516502,,,South-1,Badvel,Andhra Pradesh,Y,Y,Y,,,,,
516503,,,South-1,Badvel,Andhra Pradesh,y,Y,Y,,,,,
535126,,,South-1,BALIJIPETA,ANDHRA PRADESH,Y,Y,Y,,,,,
535557,,,South-1,BALIJIPETA,ANDHRA PRADESH,Y,Y,Y,,,,,
535559,,,South-1,BALIJIPETA,ANDHRA PRADESH,Y,Y,Y,,,,,
535578,,,South-1,BALIJIPETA,ANDHRA PRADESH,Y,Y,Y,,,,,
518124,,,South-1,BANAGANAPALLE,ANDHRA PRADESH,Y,Y,Y,,,,,
518186,,,South-1,BANAGANAPALLE,ANDHRA PRADESH,Y,Y,Y,,,,,
518145,,,South-1,Banaganapalli,Andhra Pradesh,Y,Y,Y,,,,,
517408,,,South-1,BANGARUPALEM,ANDHRA PRADESH,Y,Y,Y,,,,,
517415,,,South-1,BANGARUPALEM,ANDHRA PRADESH,Y,Y,Y,,,,,
517416,,,South-1,BANGARUPALEM,ANDHRA PRADESH,Y,Y,Y,,,,,
521324,,,South-1,BANTUMILI,ANDHRA PRADESH,Y,Y,Y,,,,,
521325,,,South-1,BANTUMILI,ANDHRA PRADESH,Y,Y,Y,,,,,
521329,,,South-1,BANTUMILI,ANDHRA PRADESH,Y,Y,Y,,,,,
522101,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522102,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522111,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522112,,,South-1,Bapatla,Andhra Pradesh,Y,Y,Y,,,,,
522113,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522116,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522310,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522317,,,South-1,BAPATLA,ANDHRA PRADESH,Y,Y,Y,,,,,
522329,,,South-1,Bapatla,Andhra Pradesh,Y,Y,Y,,,,,
518206,,,South-1,BETHAMCHERLA,ANDHRA PRADESH,Y,Y,Y,,,,,
518217,,,South-1,BETHAMCHERLA,ANDHRA PRADESH,Y,Y,Y,,,,,
518598,,,South-1,BETHAMCHERLA,ANDHRA PRADESH,Y,Y,N,,,,,
518599,,,South-1,BETHAMCHERLA,ANDHRA PRADESH,Y,Y,N,,,,,
531148,,,South-1,Bheemunipatnam,Andhra Pradesh,Y,Y,N,,,,,
531161,,,South-1,Bheemunipatnam,Andhra Pradesh,Y,Y,Y,,,,,
534401,,,South-1,Bhimadole,Andhra Pradesh,Y,Y,Y,,,,,
534427,,,South-1,Bhimadole,Andhra Pradesh,N,N,Y,,,,,
531201,,,South-1,Bhimavaram,Andhra Pradesh,Y,Y,Y,,,,,
534186,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534199,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534201,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534202,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534203,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534204,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534206,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534207,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534208,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534209,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534210,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534238,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534239,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534240,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534243,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534244,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534245,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534247,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534293,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
534362,,,South-1,Bhimavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
532558,,,South-1,Bobbili,Andhra Pradesh,Y,Y,Y,,,,,
535532,,,South-1,Bobbili,Andhra Pradesh,Y,Y,Y,,,,,
535568,,,South-1,Bobbili,Andhra Pradesh,Y,Y,Y,,,,,
535558,,,South-1,BOBBILLI,ANDHRA PRADESH,Y,Y,Y,,,,,
535573,,,South-1,BOBBILLI,ANDHRA PRADESH,Y,Y,Y,,,,,
535204,,,South-1,BOGAPPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535213,,,South-1,BOGAPPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
535216,,,South-1,BOGAPPURAM,ANDHRA PRADESH,Y,Y,Y,,,,,
524005,,,South-1,BUCHIREDDYPALEM,ANDHRA PRADESH,Y,Y,Y,,,,,
524137,,,South-1,BUCHIREDDYPALEM,ANDHRA PRADESH,Y,Y,Y,,,,,
524305,,,South-1,BUCHIREDDYPALEM,ANDHRA PRADESH,Y,Y,Y,,,,,
524308,,,South-1,BUCHIREDDYPALEM,ANDHRA PRADESH,N,N,Y,,,,,
521125,,,South-1,CHALLAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
521126,,,South-1,CHALLAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
521130,,,South-1,CHALLAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
521131,,,South-1,CHALLAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
516163,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
516164,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
516165,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
516172,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
516203,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
516356,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
516362,,,South-1,CHAPADU,ANDHRA PRADESH,Y,Y,Y,,,,,
534001,,,South-1,CHATAPARRU,ANDHRA PRADESH,Y,Y,Y,,,,,
534004,,,South-1,CHATAPARRU,ANDHRA PRADESH,Y,Y,Y,,,,,
522210,,,South-1,CHEBROLU,ANDHRA PRADESH,N,N,N,,,,,
522212,,,South-1,CHEBROLU,ANDHRA PRADESH,Y,Y,N,,,,,
522213,,,South-1,CHEBROLU,ANDHRA PRADESH,Y,Y,Y,,,,,
522214,,,South-1,CHEBROLU,ANDHRA PRADESH,N,N,N,,,,,
522215,,,South-1,CHEBROLU,ANDHRA PRADESH,N,N,N,,,,,
522216,,,South-1,CHEBROLU,ANDHRA PRADESH,N,N,N,,,,,
522222,,,South-1,CHEBROLU,ANDHRA PRADESH,Y,Y,N,,,,,
535101,,,South-1,CHEEPURUPALLI,ANDHRA PRADESH,Y,Y,N,,,,,
535102,,,South-1,CHEEPURUPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
535125,,,South-1,CHEEPURUPALLI,ANDHRA PRADESH,Y,Y,N,,,,,
535128,,,South-1,CHEEPURUPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
535220,,,South-1,CHEEPURUPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
524341,,,South-1,CHEJARLA,ANDHRA PRADESH,N,N,Y,,,,,
524343,,,South-1,CHEJARLA,ANDHRA PRADESH,N,N,N,,,,,
522258,,,South-1,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
522259,,,South-1,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,N,,,,,
522268,,,South-1,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,N,,,,,
522309,,,South-1,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,N,,,,,
522325,,,South-1,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,N,,,,,
522341,,,South-1,CHERUKUPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
522233,,,South-1,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,N,,,,,
522234,,,South-1,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,N,,,,,
522549,,,South-1,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,Y,,,,,
522611,,,South-1,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,Y,,,,,
522616,,,South-1,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,N,,,,,
522619,,,South-1,CHILAKALURIPETA,ANDHRA PRADESH,Y,Y,N,,,,,
523226,,,South-1,Chimakurthy,Andhra Pradesh,Y,Y,N,,,,,
523263,,,South-1,Chimakurthy,Andhra Pradesh,Y,Y,Y,,,,,
523264,,,South-1,Chimakurthy,Andhra Pradesh,Y,Y,Y,,,,,
535463,,,South-1,CHINABHOGILI,ANDHRA PRADESH,Y,Y,Y,,,,,
535546,,,South-1,CHINABHOGILI,ANDHRA PRADESH,Y,Y,Y,,,,,
535547,,,South-1,CHINABHOGILI,ANDHRA PRADESH,Y,Y,N,,,,,
534459,,,South-1,CHINTALAPUDI,ANDHRA PRADESH,N,N,Y,,,,,
534460,,,South-1,CHINTALAPUDI,ANDHRA PRADESH,Y,Y,Y,,,,,
534461,,,South-1,CHINTALAPUDI,ANDHRA PRADESH,Y,Y,N,,,,,
534462,,,South-1,CHINTALAPUDI,ANDHRA PRADESH,Y,Y,N,,,,,
534467,,,South-1,CHINTALAPUDI,ANDHRA PRADESH,Y,Y,N,,,,,
531133,,,South-1,Chintapalli,Andhra Pradesh,Y,Y,Y,,,,,
101328,,,South-1,CHIRALA,ANDHRA PRADESH,Y,N,N,,,,,
523155,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
523156,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523157,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523165,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523166,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523188,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523189,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523194,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
523195,,,South-1,CHIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
101332,,,South-1,Chittoor,ANDHRA PRADESH,Y,N,Y,,,,,
517001,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517002,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517003,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517004,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517007,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517125,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517127,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517128,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517132,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517403,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517419,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
517422,,,South-1,Chittoor,ANDHRA PRADESH,Y,Y,Y,,,,,
516104,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516109,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516110,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516111,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516112,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516113,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516117,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516127,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
516128,,,South-1,CHITVEL,ANDHRA PRADESH,Y,Y,Y,,,,,
531023,,,South-1,Chodavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
531034,,,South-1,Chodavaram,Andhra Pradesh,Y,Y,Y,,,,,
531036,,,South-1,Chodavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
531135,,,South-1,Chodavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
531281,,,South-1,Chodavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
517247,,,South-1,CHOWDEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
517257,,,South-1,CHOWDEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
517258,,,South-1,CHOWDEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
517414,,,South-1,CHOWDEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
517417,,,South-1,CHOWDEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
516001,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516002,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516003,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516004,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516005,,,South-1,CUDDAPAH,Andhra Pradesh,Y,Y,Y,,,,,
516006,,,South-1,CUDDAPAH,Andhra Pradesh,Y,Y,Y,,,,,
516162,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516216,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516247,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516293,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
516505,,,South-1,CUDDAPAH,ANDHRA PRADESH,Y,Y,Y,,,,,
523333,,,South-1,CUMBUM,ANDHRA PRADESH,Y,Y,Y,,,,,
523334,,,South-1,CUMBUM,ANDHRA PRADESH,Y,Y,Y,,,,,
523370,,,South-1,CUMBUM,ANDHRA PRADESH,Y,Y,Y,,,,,
533541,,,South-1,CUMBUM,ANDHRA PRADESH,Y,Y,Y,,,,,
522414,,,South-1,DACHEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
522415,,,South-1,DACHEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
522620,,,South-1,DACHEPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
523247,,,South-1,DARSI,ANDHRA PRADESH,y,Y,Y,,,,,
523304,,,South-1,DARSI,ANDHRA PRADESH,Y,Y,Y,,,,,
523305,,,South-1,DARSI,ANDHRA PRADESH,Y,Y,Y,,,,,
534111,,,South-1,DEVARAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
534176,,,South-1,DEVARAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
534313,,,South-1,DEVARAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
534316,,,South-1,DEVARAPALLI,ANDHRA PRADESH,Y,Y,Y,,,,,
515101,,,South-1,Dharmavaram,Andhra Pradesh,Y,Y,Y,,,,,
515102,,,South-1,Dharmavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
515159,,,South-1,Dharmavaram,Andhra Pradesh,Y,Y,Y,,,,,
515282,,,South-1,Dharmavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
515404,,,South-1,Dharmavaram,Andhra Pradesh,Y,Y,Y,,,,,
515446,,,South-1,Dharmavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
515651,,,South-1,Dharmavaram,Andhra Pradesh,Y,Y,Y,,,,,
515661,,,South-1,Dharmavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
515662,,,South-1,Dharmavaram,Andhra Pradesh,Y,Y,Y,,,,,
515671,,,South-1,Dharmavaram,ANDHRA PRADESH,Y,Y,Y,,,,,
518216,,,South-1,DHONE,ANDHRA PRADESH,Y,Y,Y,,,,,
518220,,,South-1,DHONE,ANDHRA PRADESH,N,N,Y,,,,,
518221,,,South-1,DHONE,ANDHRA PRADESH,Y,Y,Y,,,,,
518222,,,South-1,DHONE,ANDHRA PRADESH,Y,Y,Y,,,,,
523331,,,South-1,Doranala,Andhra Pradesh,Y,Y,Y,,,,,
533107,,,South-1,DOWLESWARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533124,,,South-1,DOWLESWARAM,ANDHRA PRADESH,Y,Y,N,,,,,
533125,,,South-1,DOWLESWARAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533220,,,South-1,Draksharamam,Andhra Pradesh,Y,Y,Y,,,,,
533256,,,South-1,Draksharamam,Andhra Pradesh,Y,Y,Y,,,,,
533263,,,South-1,DRAKSHARAMAM,ANDHRA PRADESH,Y,Y,N,,,,,
533306,,,South-1,DRAKSHARAMAM,ANDHRA PRADESH,Y,Y,Y,,,,,
533468,,,South-1,DRAKSHARAMAM,ANDHRA PRADESH,Y,Y,Y,,,,,
522266,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522290,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,N,,,,,
522292,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
522293,,,South-1,DUGGIRALA,ANDHRA PRADESH,Y,Y,Y,,,,,
